id,keyword,location,text,target
3073,dead,,Over the past week I spent an hour a day learning golang. I wrote a custom SSH daemon to intercept and authorize SSH public ke…,0
3074,dead,Canada,YOOOOOOOO WTF 😭 she pretended she was dead in the middle of the fight?! never seen that one before 🤣🤣 https://t.co/oJqojps…,0
3075,dead,Karachi,AOA. My name is bilal. I need your help sir I have unknown spine disease since 7 years I…,0
3076,dead,,"In 1986, Burlington's biggest affordable housing complex was almost converted to luxury housing. But Mayor Sanders said, ""…",0
3077,dead,"Kaohsiung, Taiwan","I'M DEAD! OH YEAH~ TREATING ME LIKE A DEAD BODY! THIS IS LIKE WHAT THE ROACH RHETORIC iN HONG KONG. HEH, WHY NOT",0
3078,dead,,.: We took one of the world’s deadliest terrorists off the battlefield for good. The Iranian regime and its proxie…,0
3079,dead,Ghana,GHANAIAN MEN WILL KILL YOU THEN ASK YOU WHY YOU ARE DEAD,0
3080,dead,,I worked in retail for 8 months and one thing I never did was physically stop anyone from stealing. those items in that sto…,0
3081,dead,"Tumakuru, India","#Service 'This life is short, the vanities of the world are transient, but they alone live who live for others, the… https://t.co/haWXWsbvI3",0
3082,dead,,"Since the Hong Kong protests began, dead people have been popping up everywhere. Protesters blame the CCP. Police blame s…",1
3083,dead,not here on earth,bitch am dead asss here JANAJAHAHAHAHAHAHAHAHAHAH,0
3084,dead,,Persona? More like... PERJONAH! #dead #jonahbot,0
3085,dead,,"Dozen of people reportedly dead in iceberg in #NeelumValley, rescue teams haven't yet reached potentially to help the people.…",1
3086,dead,"Maryland, USA",I forgot how dead silent Oklahoma is,0
3087,dead,,"Carry yourself no matter the circumstances, because people will leave when shits go south, and you will end up all alon…",0
3088,dead,🇧🇷🇮🇹🇲🇩🇺🇦🇦🇱🇭🇷,Avalanches in #Pakistan kill 57 people https://t.co/JgrUDpMet3,1
3089,dead,,I wasn’t paying attention and I dead ass thought they were all the same person for the first 5 seconds of this vide… https://t.co/06qAYLPJcu,0
3090,dead,sa hotdog ni shoti,rt to join a gdm - loves dead kids - no ones adding me to their gdms so - pls do rt 🥺,0
3091,dead,"Paris, France",This new year started very well: I came back in #middleschool to give my annual #gamedesign &amp; #gamedev #class. We a… https://t.co/Ja7L73RrWd,0
3092,dead,Singapore & England,right...here I am crying to death over someone who’s not dead alr,0
3093,dead,Southern hemisphere,"Thirty-two horses found dead on property west of Toowoomba Qld. 'They have been eating bark off trees' ""These are star…",1
3094,dead,Yorkshire,Why are you more offended by someone who was interviewed by alternative media outlets (yo… https://t.co/1bFNkHmS02,0
3095,dead,"Renton, WA","Titan: My whole life is a lie! I just found out I'm adopted! Hunter: Seriously? Your mom is Human, your dad is Awoken,…",0
3096,dead,Nigeria,"If i had been posting Sex, breasts and dick since 2009 i joined Twitter NG,am dead sure I’d have ov… https://t.co/aCbpjURiK3",0
3097,dead,,The walking dead Got Stranger things Breaking bad,0
3098,dead,,about to be dead outside too ... https://t.co/jrX3aUU628,0
3099,dead,,"Ever since the outbreak of #hongkongprotests, dead bodies have been mysteriously found everywhere. Time and again, #hkpolice…",0
3100,dead,,Some of the critical people who could have answered questions on Davinder Singh aren’t here anymore. Afzal Guru has been han…,0
3101,dead,"California, USA",First horror movie in the new house. City of the living dead by #luciofulci also the bigger tv goes up in 2 days bu… https://t.co/pOIquPgbLR,0
3102,dead,🇵🇭,I could stare you dead in your face and not hear a single thing you said ... my mind be everywhere,0
3103,dead,he/him,Your dead to me smh,0
3104,dead,"Listen, water don't break!","Unfortunately, my mother in law is dead",0
3105,dead,Malaysia,Dah habis exam? Try tgk movie2 best ni 1. Dead Poet Society 2. A Beautiful Mind 3. Good Will Hunting 4. Joker (2019) 5. Inde…,0
3106,dead,"Minneapolis, MN",Today the Defense Secretary AND State Department said Trump was lying: 4 US embassies were not at risk. It was a lie. The…,0
3107,death,"London, England","Research Affiliates defends value (duh). Its bootstrap analysis ""the current drawdown is 4.9% probable given the… https://t.co/7eSDC7vpZx",0
3108,death,,The SC hearing on the two convicts' curative petitions took place days after a Delhi court issued 'death warrants' for the…,0
3109,death,with the shits,stream death throes https://t.co/VZ5DyOYXOP,0
3110,death,Ghana,The Ghana Movie Industry appears to be in a major funk. But is it dying or are rumors of its death greatly exaggerated? ht…,0
3111,death,Texas,cool of australia to invite international athletes over so we can choke them to death with our death air,0
3112,death,"England, United Kingdom",🆘Tony rescued from Harris County needs a new foster home. This poor boy was dumped and narrowly escaped death and now…,0
3113,death,"New Jersey, USA",The people of Iran are aware of the corruption of their Ayatollah’s regime. They have taken to the streets in protest cha…,0
3114,death,Soil Of RAM - HINDUSTHAN,"Curative petitions by two of the convicts in #NirbhayaCase challenging their death sentence, dismissed by Supreme Court Final…",0
3115,death,"Stuffed In The Corner, YouTube",#NinjaTribes Official Awakenings for Shippuden Naruto and Sakura! https://t.co/vinujD0kNo,0
3116,death,library 📚,I’ve accepted I’ll just freeze to death,0
3117,death,"New Delhi, India",#NirbhayaCase: #SupremeCourt dismisses two convicts' #petitions against death penalty Nirbhaya case: Supreme Court… https://t.co/FxMdfTCLQN,0
3118,death,Australia,Mustafa Kassem died yday in a cold Egyptian prison. He was 54. His lawyer said Kassem was diabetic with a heart condition &amp; w…,1
3119,death,"Muscat, Oman","#FlagNotice: The Australian Flag will be flown at half-mast, Tuesday 14 January, as a mark of mourning and respect on the d…",0
3120,death,Chandigarh,"WRONG. Intifada is Arabic. NOT Hebrew. And it IS an Islamic slogan! ""Intifada denotes struggle of Abu Ammar, first martyr o…",0
3121,death,,"Supreme Court dismisses curative petitions of Mukesh and Vinay, death row convicts, in the Nirbhaya Gang Rape case",0
3122,death,Las Palmas de Gran Canaria,"1/5 THREAD ⏬ old but STRIKING #Echofirst #WhyCMR #CardioTwitter case with a 😱😱😱😱 **** LGE! First #EchoFirst 18 y.o. male,…",0
3123,death,"Seattle, WA","Because, going without medication and health care, that's is evidently, sustainable, but screwing companies out of… https://t.co/SW1x9wyRRF",0
3124,death,,Rapists will be hanged till death..All's well that ends well.,0
3125,death,Bahamas,Light Yagami Light Yagami at the start by the end of Death Note of Death Note https…,0
3126,death,,"Meat is not adequately labelled in shops. If it's not free range, we have a right to know. If it wasn't stunned before death…",0
3127,death,India,[Breaking] Nirbhaya Rape: Supreme Court dismisses curative petitions filed by two death row convicts #NirbhayaVerdict #Ni…,0
3128,death,भारत,"WRONG. Intifada is Arabic. NOT Hebrew. And it IS an Islamic slogan! ""Intifada denotes struggle of Abu Am… https://t.co/S7JsHuWD4o",0
3129,death,"Springfield, Oregon - USA",I'm a old guy from Pittsburgh who misses 'that old time rock 'n roll' . I'm subjected ev…,0
3130,death,India,"#JustIn | Curative petitions by two of the convicts in #NirbhayaCase challenging their death sentence, dismissed by Supreme Court.",0
3131,death,"New York, NY","“I been here since 4:30 something for shortness of breath, and chest pains for them to just say it’s a two to SIX hour wait to…",0
3132,death,Ashura,"""Even until death do us...Apart. Our love stands strong, forever. Without end.""",0
3133,death,Australia,Sorry I usually try to keep it PG but after the veritable cornucopia of lies Trump has told America about the life-or-dea…,0
3134,death,Edinburgh,Dog the Bounty Hunter Dating Son's Ex Girlfriend 7 Months After Beth's Death &amp; His Family Is Angry! Read Here: https://t…,0
3135,death,Texas,"I am saddened to announce my mother Carol Serling has passed away. She lived to be 91. She married my dad, Rod Serling, in…",1
3136,death,United Kingdom,The time to have a referendum on whether we should have a monarchy is after the death of Queen Elizabeth. Discuss.,0
3137,death,earth,"This is more than death threats, almost a fatwa against . issued stay safe sir. https://t.co/5gOh3im1Tz",0
3138,death,heart,"1. Death 2. Loneliness 3. Dry, rock like skin 4. Getting mugged 5. High velocities",0
3139,death,,What is the “Iron Triangle “ - Trump will win the election and that will be the death of the democrat party! #TheMoreYouKnow…,0
3140,death,"New Delhi, Delhi",Supreme Court's rejects curative petitions filed by two death row convicts in #Nirbhayacase,0
3141,death,,"Regime official 1: Hey, let’s paint the Great Satan’s flag on a stairway and force people to step on it. Official 2: B…",0
3142,death,,No one: Literally no one: Not a single soul: My dramatic ass imagining the death of someone that I love for absolutely no reas…,0
3143,death,chanyeol 🥤 johnny 🥤 lucas 🥤,someone put this back on the tl ah yes......the ole death by leg https://t.co/FW7sRuqkQS,0
3144,death,👩‍⚕️🎮🎵🎙️,Cause of death massive cardiac tamponade ! https://t.co/bfw3pU6YQU,0
3145,death,India,Supreme Court dismisses curative petitions of two convicts - Vinay Kumar Sharma and Mukesh Singh in Nirbhaya case… https://t.co/vR5YMC7ryX,0
3146,death,,till DEATH do us part mf ima having ONE marriage only,0
3147,death,,#woke #meghanharry #rich sick to death of greedy rich sh*ts-greedy Young woke royals-greedy bl*ck footballers wavin… https://t.co/Ex2TiwBWej,0
3148,death,"Los Angeles, CA",People in neighborhoods like Maple are desensitized to death by shootings and violence. Why?,0
3149,death,Malaysia,"australia is dropping down food from helicopters for their wildlife. due to the raging bushfires, many of the animals…",1
3150,death,,Today's the day of Windows 7's death Today is the day to rt this to celebrate what was a great OS Long live Windows 7 R…,0
3151,death,Clare - Maynooth,"I’ve been keeping it together relatively well betw exams, the planet dying, family drama but now there’s no hot wat… https://t.co/H8AfCcHSmu",0
3152,death,Oman,"Prime Minister 's statement on the death of His Majesty Sultan Qaboos bin Said al Said, Sultan of Oman. h…",0
3153,death,Coney Island NY,#imrankhanpti you are really a incompetent prime minister you have destroyed the economy because legally its too ha… https://t.co/gGvjlOjx71,0
3154,death,,There should be death punishment for drug smuggling in India,0
3155,death,NYC,"Eight people shot to death in Philly this weekend. Many more shot. Four more shot since this afternoon, including a college stu…",1
3156,death,,The eighth death anniversary of Arfa Karim is being observed today. Brilliant girls like Arfa Karim are a ray of hope…,0
3157,death,,#NirbhayaCase: SC dismisses curative petition of two death row convicts The convicts have exhausted their judicial remed…,0
3158,death,windhoek,"even though i walk through the shadow of of death, i shall fear no evil... opuwo https://t.co/AcduVfh5Po",0
3159,death,New Zealand,"I would eat myself to death, it sounds so divine!!!",0
3160,death,Norte,They say that sleep is the cousin of death so I be up,0
3161,death,Oman,We are deeply saddened by the death of His Majesty Sultan Qaboos bin Said. Our deepest condolences go to the people of Oman.…,1
3162,death,Website Launch TBA,"Spoke today with the Foreign Minister of #Oman, Yusuf bin Alawi bin Abdullah and expressed my condolences on the death of Su…",0
3163,death,,"[Mourning day 8 Jan] 2 months from the tragic death of Chow Tsz-lok from suspicious fall in protests, #HK police continued…",1
3164,death,"Manchester, England/UK",In two weeks over 200 Survivors will come to for #Auschwitz75. The world will listen to their stories…,0
3165,death,Pacific Ocean,What's next?telling me what disease i have and the time when my death will come?,0
3166,death,Oman,Prime Minister travelled to Muscat to offer his condolences following the death of HM Sultan Qaboos bin…,0
3167,death,France,death: hey me: https://t.co/RamTEDXd2D,0
3168,death,"Lagos, Nigeria",Imo burglar jumps to death from two-storey building https://t.co/qHthXylCcW,1
3169,death,,Absolutely agree that the police cuts have led to communities literally suffering from the death of… https://t.co/wdM3L6vxlY,0
3170,death,"Stuffed In The Corner, YouTube",Hype UST Characters I'm still shocked Super Gogeta is an Ultra Space-Time character. Usually a Step-Up or a Legends Rising. B…,0
3171,death,Kenya,"So Mwangi Kiunjuri is the locust that he told us was supposed to be sprayed? Finally, President Uhuru Kenyatta has spra…",0
3172,death,,"i said till the end and more, i meant till the end AND more. bc lwj loved wwx in his first life, in his death, and… https://t.co/Cy5p32g3tL",0
3173,death,"Washington, DC","""David Schenker, the US assistant secretary of state for Near Eastern Affairs, told reporters he was saddened at Kassem’s de…",0
3174,death,,"Education4Libs tweeted ""Iran’s government chants death to America. And the media defends them. Iran’s citizens ch… https://t.co/xTlEV6AyGm",0
3175,death,gnhngnngng GERALT,There’s an amazing WWII story about this: https://t.co/0y2wasEHsH,0
3176,death,NYC,. this is life or death for US! You will NOT #ProtectOurCare You INSTRUCTED the DOJ to TEAR down the…,0
3177,death,,"#mondaythoughts Have you ever thought about death? In Hong Kong, if you choose to fight for freedom, rights and justic…",0
3178,deaths,,"My mum told me to contact the dept of birth, deaths and marriages",0
3179,deaths,Ipoh,Long-acting beta-2 agonists - such as salmeterol and formoterol - should be used in asthma only if combined with an inhale…,0
3180,deaths,Left Coast,Please continue to retweet. We are well over 20M retweets at this point and probably more directed at and he…,0
3181,deaths,Hong Kong,"CCP is mimicking Nazi's evil acts, but still there are people arguing the number of deaths cannot compare…",0
3182,deaths,"Cape Cod, Massachusetts USA","Drug overdose calls, deaths up in Yarmouth https://t.co/g3LoYEcJLe",1
3183,deaths,"Cape Cod, Massachusetts USA","Overdose calls, deaths up in Yarmouth https://t.co/jERWhRrpOQ",1
3184,deaths,"Chuwar, Brisbane","It’s how he makes money. He has air conditioning so nothing will make him uncomfortable. Deaths, destruction, anhia… https://t.co/PybtXdTHtt",0
3185,deaths,Love Trump,"*NEW* H1veM1nd Vid: Who Is Kevin Spacey, Really? We deep dive into Kevin's dark past, the sexual abuse allegations aga…",0
3186,deaths,,Deaths toll Increase 47 killed due to Heavy Snow and #avalunch in #NeelumValley #Pakistan administered #Kashmir,1
3187,deaths,"Lynden, WA","Very interesting, this also throws a wrench into the idea that Trump authorized the killing in response to impeachment po…",0
3188,deaths,"London, England",Climate crisis likely to increase violent deaths of young people – report https://t.co/GculNak4FM,0
3189,deaths,,It's great isn't it. I'll be happy when e… https://t.co/wj26OENVLS,0
3190,deaths,"California, USA","No, Sara. You are not any points. You are not crazy, nor do you need a shrink. Data and eye w… https://t.co/y6IBGTbawP",0
3191,deaths,,#childsafety | Local flu death of boy is one of two pediatric deaths in NYS this year https://t.co/bpEurBny1m https://t.co/r6y2MdlErm,1
3192,deaths,,A temperature increase of 1.5 degrees Celsius or 2.7 degrees Fahrenheit — as predicted under the Paris Climate Agreement without a…,0
3193,deaths,"Los Angeles, Ca",#childsafety | Local flu death of boy is one of two pediatric deaths in NYS this year https://t.co/2pWDm1TbsG https://t.co/WXJWs35Z1h,1
3194,deaths,,"Speaker Pelosi, actions speak louder than your words. And ever since you’ve been in Congress, you’ve done…",0
3195,deaths,Cape Town,"6 fatalities were reported on the West Coast in December 2018. In December 2019, the district municipality recorde… https://t.co/ObUEmQWWTs",1
3196,deaths,London,Boeing: 2800 people laid off. Disgraced CEO who had responsibility in the deaths of hundreds of people - gets $62 m…,0
3197,deaths,Malang,the saddest character deaths in all of harry potter history : https://t.co/z0atdFwSj0,0
3198,deaths,Portugal,Your post misses information... You don't talk how Obama administration view soleimani has a terrorist.… https://t.co/Re3XtlueDx,0
3199,deaths,"Florida, USA","I used to be able to get through Advanced pretty easily, and most of Expert only taking like 2 deaths. Expert Extra… https://t.co/yNX2GC55sR",0
3200,deaths,Edinburgh,Why a 330-year-old Scottish battle could still cause more deaths https://t.co/sQWg8j9Bom,0
3201,deaths,"Sheffield, England","Air pollution is predicted to cause 15,000 deaths in Yorkshire by 2030 - with 1,430 in Sheffield alone. These deaths ca…",0
3202,deaths,"Coogee, Sydney",I wonder how many fewer children in Australia would have died if I had decided to vaccinate my child I wonder whether or not…,0
3203,deaths,United States,So scapegoats then? How fortunate for Trump that the deaths directly resulting from his gross incompetence could be… https://t.co/1qDBojnUOu,0
3204,deaths,Cardiff UK,Climate crisis likely to increase violent deaths of young people – report https://t.co/v7LmSRGj0H,0
3205,deaths,"Portland, Oregon",Impressive. All trucks/freight should adopt these elements: ✅ Smaller wheelbase ✅ High-Visibi…,0
3206,deaths,"London, England",Hitler was a Zionist University psychiatrist: Trump 'may be responsible for many more million death… https://t.co/ThhSQDeaFL,0
3207,deaths,Africa,Road Safety Authority awaits policy direction on ‘Okada’ use; It follows 732 deaths last year… https://t.co/8Q9ejZv61m,1
3208,deaths,India,Irony died a thousand deaths.,0
3209,deaths,exoneit,BRUUHH IKRRR I DONT WANT MORE DEATHS 😭😭😭😭 ALSO YOU SHOULD ALSO TRY WATCHING DR. STONE OR FIRE FORCE IT’S ALSO NICE,0
3210,deaths,UTP,"In Perak, 17 active chikungunya outbreak localities have been identified, including Batang Padang, Kuala Kangsar, Larut and Ka…",1
3211,deaths,,Climate change could lead to more injuries and deaths... #whatistech #todaytechnews #latestech… https://t.co/ix90uxvrNC,0
3212,deaths,,'Like sending bees to war': the deadly truth behind your almond milk obsession https://t.co/AW835q8WFC,0
3213,deaths,,You been to Samoa? Its a 3rd world country. They don’t have toilets! How many measles deaths in Aus… https://t.co/t5XKQFA9KG,0
3214,deaths,United Kingdom,"Heart attack and stroke deaths related to air pollution could exceed over 160,000 in the UK over the next decade, unless the Go…",0
3215,deaths,Zambia,"Marijuana is illegal but has never caused any deaths from usage, Cigarettes kills millions and they are legal and can be purchase…",0
3216,deaths,Adelaide,"University psychiatrist: Trump 'may be responsible for many more million deaths' than Hitler, Stalin, and Mao https://t.co/eKIS6ighb8",0
3217,deaths,,Insufficient physical activity is one of the leading risk factors for death 🌍🌏🌎. Between 3 and 5 million deaths annually can be at…,0
3218,deaths,,Could you please share the number of unsurmountable deaths of civilians under socialism in Denmark?,0
3219,deaths,"British Columbia, Canada","""Just let her live. Let her be an artist... This is a girl, just living her life."" K-pop artist Amber Liu (…",0
3220,deaths,"Takhmau, Cambodia /Alnwick, UK","#Cambodia thankfully was not a bad for deaths of #humanrightsdefenders in 2019, but of course they only tell part o… https://t.co/hDqd1zp3F4",0
3221,deaths,uk,Births Marriages and Deaths by Will Templeton. Review 5* This debut novel from Will Templeton became a real page tu… https://t.co/HY9zqyGdUK,0
3222,deaths,Sydney Australia,When people like the president engage in disinformation - it is an attack against us all. It isn't normal or harmless…,0
3223,deaths,"Yobe, Nigeria",A temperature increase of 1.5 degrees Celsius or 2.7 degrees Fahrenheit — as predicted under the Paris Climate Agreement without…,0
3224,deaths,"Soquel,  CA",The body count for Capitalism includes the millions of battle deaths in… https://t.co/FYlNlsNTVB,0
3225,deaths,Nigeria,"It's #MidwifeMonday! What exactly is midwifery? It's the skilled, knowledgeable and compassionate care provided throughout…",0
3226,deaths,,Impressive. All trucks/freight should adopt these elements: ✅ Smaller wheelbase ✅ Hi… https://t.co/eEQdTJJGYC,0
3227,deaths,Abuja,15% of cancer deaths are from Nigeria ― Osinbajo Read more at: https://t.co/0uyqT7bSFd,0
3228,deaths,Cape Town,"So can someone explain, weith most road deaths being pedestrians, why do we see pedestrians walking on freeways ill… https://t.co/fNKFdqVEIa",0
3229,deaths,The Netherlands,"A follow-up to yesterday's Pakistan post: In the past 24 hours, a further 14+ people have died in the SW province of…",1
3230,deaths,,The Affordable Care Act’s Medicaid expansion is our number one tool to get Ohioans the addiction treatment they need –…,0
3231,deaths,India,"2020 just started, but already 50,000 people have died on the world's roads! Shocking! Even more so as these deaths are pr…",1
3232,deaths,Huntsville  Alabama,A report author says cancer of the lungs is the leading cause of cancer deaths in the U.S. https://t.co/pxdHX8ioBB,0
3233,deaths,➸ᶠᵃⁿ ᵃᶜᶜᵒᵘⁿᵗ [Spanish/English],"""do you think bruno blamed himself for their deaths?"" https://t.co/JX5C9GaucX",0
3234,deaths,Wherever I Lay My Hat,And responsible for deaths of a million Iraq sucking up to US &amp; their desire for revenge based on false intel that… https://t.co/0U4bAUxOUf,0
3235,deaths,"Central Coast, Australia",What we don't know is the amount of deaths &amp; illnesses due to the fires &amp; smoke.,0
3236,deaths,"Queens, NY",China sinkhole: Six people killed in Xining as street chasm swallows bus https://t.co/uLAepg2lzC https://t.co/zz2K9nUpsz,1
3237,deaths,Canada,"""Just few more deaths &amp; few civilian planes shot down ""by mistake"" until retaliation is over""",1
3238,deaths,,Police officers like Davinder Singh who swear by this country and it's Constitution deserve a public hanging if found guilt…,0
3239,deaths,,... &amp; it's these very people that should be blaming THEMSELVES for the mess we're in. You stupid STUPID people put the LNP…,0
3240,deaths,Naarm (Melbourne),So the Member for Manila can quit Twitter as a protest supporting Young Liberals but how many #Aboriginal suicides and deaths…,0
3241,deaths,United Kingdom,#Lanarkshire This is the big one for Scotland - no doubt as it captured much of Glasgow: 54 deaths… https://t.co/tNTZ97ByeQ,1
3242,deaths,,The definition doesn't say there should be deaths in order for it to be a tragedy. But deaths often do occur be…,0
3243,deaths,Ethiopia,We at wanted to uncover exactly how the news of the abducting of such a large number of students could be k…,0
3244,deaths,,New historical investigations unit to examine deaths in the Troubles. It would be an “outrage” if unit opened vexatious…,0
3245,deaths,19 | homebody,"Those ashes are actually microscopic glass shards that can suffocate people. Furthermore, those ashes can obstr…",0
3246,deaths,England,"At what stage does a private company get stripped of its contract.? Is abuse of patients, unsafe services resulting in de…",0
3247,deaths,Yorkshire,This is one of the saddest things to read. Obviously not comparable to deaths but sad to see the lengths I…,0
3248,deaths,Stratford-upon-Avon,#Oliverscampaign We must keep a close eye on NHSE and HEE to ensure that this training and its development is…,0
3249,deaths,,Quetta-Zhob road blocked near Kan Mehtarzai due to snow. About 400 people stuck in chilling cold. Temp has dropped to -…,1
3250,deaths,York,"PHE reports increases in deaths, overdoses, crack injection, HIV, Hep C, homelessness among people who inject drugs. h…",0
3251,deaths,,Thinking that every Republican wanted… https://t.co/ekgapYgRQD,0
3252,deaths,,Follow those created deaths Fortune save me from his wrath Spaceship out the house at night Prophet speak what's on your mind,0
3253,deaths,Cardiff UK,Anomalously warm temperatures are associated with increased injury deaths https://t.co/qEPyn5OJIV,0
3254,debris,,So the entire house almost caught on fire... Warning to those that have debris around the water heater. https://t.co/…,1
3255,debris,🚲,Pigeon and tree debris in roadway / bike lane. 99W Barbur Blvd northbound next to Barbur Transit Center near Capit… https://t.co/Jf33bUrciy,1
3256,debris,Republic of the Philippines,"Hello everyone. Tito Sotto is wrong. Cloud seeding is not instantaneous, any clouds would be blown in the same directio…",0
3257,debris,,#TheSleeperMustAwaken #TheReall911Report #RadiationFilmedOn911 When the camera man is finally reached by the coming de…,0
3258,debris,"Dept of Defence, Ireland",#StormBrendan Update-8.00 Tuesday.: Significant overtopping around high tide on Monday evening led to closure of Prom. Wa…,1
3259,debris,,You are being accused of dishonesty by men who would see the Church reduced to rubble if it meant they had…,0
3260,debris,"Plano, TX",DEBRIS: PGBT SB @ VALLEY VIEW; CENTER LANE BLOCKED. 1/14/2020 2:46 AM,1
3261,debris,"Sherfield on Loddon, England","10mm overnight, course is very wet with the worst to come later 🙈. Greens swished of debris, pathways tidied up &amp; greens sprinklers edged.",0
3262,debris,Highlands,"Buckets would have been no good for us really, but lucky escape, yep bit of a clean up of debris and sewa… https://t.co/lM9Q0XLPbk",0
3263,debris,New Zealand,Just did some freediving at Gordon's Bay. Waste of time taking the GoPro. Vis was about 2m and there was debris everywhere.…,0
3264,debris,bangalore,"😑😐😶 Taal volcano, located 70 km from Manila, Philippines. In addition to the eruption itself, the so-called volcanic tsunami…",1
3265,debris,Citizen of America,"One of the biggest meteorite crashes in Earth's history flung debris across 3 continents 800,000 years ago. Scientists finally…",0
3266,debris,Highlands,"It was all around the house about 1ft up some of walls, we had seals on all air vents and flood gates… https://t.co/tm52Rr2rzM",0
3267,debris,"Georgia, USA",The sweet relief of rain after bushfires threaten disaster for our rivers Fire debris flowing into the Murray-Darling Basin w…,0
3268,debris,"New Delhi, India","NEWS: On 13 jan two Avalanches have hit in J&amp;K. 1.Machhil Sector near LoC- 5 Jawans trapped under debris, 4 recovered, o…",1
3269,debris,Australia,"When heavy rainfall eventually extinguishes the flames ravaging south-east Australia, another ecological threat will arise.…",0
3270,debris,"Laguna, Philippines",Our roof and gutter have been covered in curing cement. It's the combination of volcanic ash and mild rain yesterda… https://t.co/eNc86ASI3d,0
3271,debris,,Here is another constructive idea for the Government – Make sure that people who have lost their homes in the bushfires a…,0
3272,debris,Innsmouth,Definitely this. Mine was loose as well for many months till I finally managed to pic… https://t.co/9iVO5p46hd,0
3273,debris,Northern England,Goldcrest flitting around in the debris under my feeders earlier today. …,0
3274,debris,Scotland,"Hi , A737 south at Linwood cut off just passed large debris in middle of carriageway. A box of some k…",1
3275,debris,"Muirkirk, Scotland",Watch out for debris on the roads today 🍃🍃 https://t.co/kePfDBWx7w,0
3276,debris,,"Hey, physics bros! Did you know that each time a piece of debris makes a complete orbit, something has gone wrong?",0
3277,debris,"Lahore, Pakistan",We thrown him as debris should be out of the house. Better keep him.,0
3278,debris,"Galway, Ireland",#StormBrendan Significant overtopping around high tide on Monday evening led to closure of Prom. Waters abated late… https://t.co/yNFqy9XYm9,0
3279,debris,Dumbarton,"Hi , A737 south at Linwood cut off just passed large debris in middle of carriageway. A box of some kind",1
3280,debris,Sydney,Just did some freediving at Gordon's Bay. Waste of time taking the GoPro. Vis was about 2m and there was debris eve… https://t.co/DrPZNo4QSI,0
3281,debris,,Watch out for debris on the roads today 🍃🍃 https://t.co/kePfDBWx7w,0
3282,debris,some fuccin forest,"youre in a storm, you need to start running instantly, you need to be lucky enough so that the tornado never strays… https://t.co/Eazgb0gDtx",0
3283,debris,male,Birds usually confuse shreds of plastic bags for food and end up eating the toxic debris. #ZeroPlasticRun #IamRespons…,0
3284,debris,"Nottingham, England","#StormBrendon is also bringing high winds, so will be difficult driving conditions. Slow down, be prepared for gusts of…",1
3285,debris,🚲,"Particularly bad result here at SW Vesta. Poor parking, bike lane and sidewalk covered with tree debris. We're ma… https://t.co/QgVGPXJYXn",0
3286,debris,"Galway, Ireland",#StormBrendan Update-8.00 Tuesday.: Significant overtopping around high tide on Monday evening led to closure of Pr… https://t.co/nPQVtXMAM3,1
3287,debris,,Senate President Vicente Sotto III is proposing that cloud seeding operations be conducted in areas affected by the rec…,0
3288,debris,"Thetford, England",Screen wipes are best for monitor screens and should be used just as regularly. This will not only help keep the wi… https://t.co/yep4gflM87,0
3289,debris,,"Unfortunately, both plans fail as the 3 are immediately separated by a pursuing guard who spots them. Mafu hides behin…",0
3290,debris,,Senate President Tito Sotto: I'm proposing cloud seeding action in the Taal Volcano affected areas and not wait for the rai…,0
3291,debris,,Why is hubris pronounced like that but debris pronounced like that,0
3292,debris,South Devon,With all this rain and wind It’s time to think about getting those gutters cleared! 🍁Guttering laden with heavy de… https://t.co/mvuZRmgTQ2,0
3293,debris,Surbiton,#Archaeology31 Layers. Archive-Archaeology. Do layers of dust and biological debris on books count? #archives #books #arc…,0
3294,debris,"San Marcos, CA",We love the views of San Marcos from above! Can you guess which San Marcos building is pictured? We want to remind resid…,0
3295,deluge,,As a result of this betrayal is this sentence from the most widespread and normalized homosexual activity in the deluge.,0
3296,deluge,,The #insurance sector has seen a deluge of disruption (from multiple directions). Which model shows the most promis… https://t.co/kc79XwiQe2,0
3297,deluge,"Wombwell, Barnsley ",We try our best each week. It’s a deluge of poetry so some people get less of a resp…,0
3298,deluge,throat,"Something is going wrong—badly, horrifically wrong—with America’s young white men. It’s happening largely online, but it’s s…",0
3299,deluge,Australia,I know Bro. Every piece of our history is a lie. The history we know was stolen from the One's that… https://t.co/8BWx2CPqx8,0
3300,deluge,,creek craving deceive decelerate deluge demeanor demolish denote discard disdain,0
3301,deluge,,That figure was for the Brexit Festival. More figure manipulation by the r… https://t.co/aZEkXngX3v,0
3302,deluge,The forgotten place,How do you believe anything else when the relentless deluge of bad doesn’t rest,0
3303,deluge,Nigeria,"in his opinion states that if NERC has found it necessary to increase the tarrif, this may lead to a… https://t.co/E0TUP5Zepl",0
3304,deluge,Australia,"This was before #MurdochDerangementSyndrome hit our shores, a strong -ve IOD led to a cold and wet winter/spring. https://t.co/22zq6hQR8B",0
3305,deluge,,We could have some imaginative names like: Fustercluck Shitstorm Shambles Deluge T… https://t.co/J4HtYi7cqg,0
3306,deluge,"Scotland, United Kingdom",Was great to get a spray of gravity and ascopure down today with the walk boom before the incoming del…,0
3307,deluge,"Fucktown, USA","Once work calms down, y'all better be ready for a deluge of Keep Your Hands Off Eizouken! fan art",0
3308,deluge,,Well how about every Republican in Congress takes it in turn to react and comment to an #IMPOTUS tweet. That way th… https://t.co/YwR9c98aAH,0
